  #,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Parent Genres,Album,Album Date ,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,Label,ISRC
114,"We Are One","Wild Youth",112,10B,66,2023-06-23,03:03,0,"","","We Are One",2023-01-27,47,6,0,12,0,0,-7,D,4,1bgerkATFSCqiic5jIL6rP,"Imperfectly Perfect Records",QZFYY2355495
115,"Aijā","Sudden Lights",160,8A,55,2023-06-23,03:00,39,"","","Aijā",2023-01-27,56,5,0,40,0,0,-8,A minor,3,2XhLiOVoMTWR0LNkvVEYA5,"Sudden Lights",LVL152300081
116,"We Are One - Eurovision Song Contest Edit","Wild Youth",112,10B,71,2023-06-23,02:52,0,"","","We Are One (Eurovision Song Contest Edit)",2023-01-27,47,0,0,21,0,0,-6,D,4,5AkEgrj433NMHrJvn7oASj,"Imperfectly Perfect Records",QZES72399860
117,"Mama ŠČ!","Let 3",135,8B,72,2023-06-23,02:34,38,"","","Mama ŠČ!",2023-01-20,58,13,0,72,0,30,-8,C,4,7hcPebUUvJDRH6BhjZ5xEZ,"Dallas Records Croatia",HRA372300007
118,"Ce soir je t'attendais","Michèle Torr",83,6B,78,2023-06-23,02:40,6,"chanson, variété française, french pop","","Intégrale studio - Vol. 1",2023-01-20,51,70,2,79,0,30,-6,A#/B♭,4,5rTnQTTdCRQWVUW3fuadXo,"Universal Music Division Mercury Records",FRUM72202319
119,"Il doit faire beau là-bas","Michèle Torr",109,3B,50,2023-06-23,03:09,1,"chanson, variété française, french pop","","Intégrale studio - Vol. 2",2023-01-20,43,30,0,39,0,0,-6,C♯/D♭,4,24teqEPw91AzIPHLiMmt2E,"Universal Music Division Mercury Records",FRUM72202354
120,"Soarele si Luna","Pasha Parfeni",125,4B,86,2023-06-23,02:58,43,"","","Soarele si Luna",2023-01-19,62,36,0,34,10,10,-5,G#/A♭,4,6SO3p9lb1qiPMN1e7iHAjv,"Lautar Music Lab",QZFZ32371578
121,"Breaking My Heart","Reiley",98,10B,74,2023-06-23,02:45,36,"","","Breaking My Heart",2023-01-19,72,4,0,61,10,0,-5,D,4,0Bz7sidJkrYTnEQoYSxU0C,"Atlantic Records",USAT22222055
122,"Cha Cha Cha","Käärijä",155,10B,79,2023-06-23,02:55,62,"finnish pop, europop","","Cha Cha Cha",2023-01-17,72,0,0,74,0,10,-6,D,4,5RX8T3EoTuXcybAxe6oPAw,"WM Finland",FIWMA2200519
123,"Because Of You","Gustaph",127,4A,83,2023-06-23,03:01,44,"","","Because Of You",2023-01-13,77,2,0,58,0,10,-5,F minor,4,320jqrATpl9762bCQkmLDf,"541",BEMK12200001
124,"Queen of Kings","Alessandra",126,9A,91,2023-06-23,02:27,66,"","","Queen of Kings",2023-01-09,56,7,0,17,0,30,-4,E minor,4,14LdhxElpZS0rKVV4nxtdA,"Universal Music AS",NOW7B2301090
125,"Blood & Glitter","Lord Of The Lost",139,8A,80,2023-06-23,02:59,45,"gothic metal, industrial metal, gothic rock, mediaeval metal, industrial, industrial rock","","Blood & Glitter",2022-12-30,64,1,0,47,0,0,-4,A minor,4,4ZAqNhkOEi32zzrY5ybilV,"Napalm Records Handels GmbH",ATN262216401
126,"Blood & Glitter","Lord Of The Lost",139,8A,80,2023-06-23,02:59,26,"gothic metal, industrial metal, gothic rock, mediaeval metal, industrial, industrial rock","","Blood & Glitter",2022-12-24,64,1,0,47,0,0,-4,A minor,4,6hIbzZ15fUByWthkJIQrEY,"Napalm Records Handels GmbH",ATN262216401
127,"EAEA","Blanca Paloma",116,4A,73,2023-06-23,02:59,38,"","","EAEA",2022-12-20,61,7,0,26,0,30,-4,F minor,3,1NzoDUn5bLqpS36GD00Smi,"Universal Music Publishing Limited",USA2P2263947
128,"D.G.T (Off And On)","Theodor Andrei",110,8A,75,2023-06-23,02:59,28,"","","D.G.T (Off And On)",2022-12-16,68,22,0,84,0,20,-6,A minor,3,3gv3bOnIkZfyBVze4qKsUK,"Electrecord",GX8LD2224340
129,"Bridges","ALIKA",140,5A,47,2023-06-23,03:05,44,"","","Bridges",2022-12-02,59,84,0,33,0,10,-5,C minor,4,3pvzk44kwy8u46wtglCKzd,"Universal Music Oy",FIUM72200362
130,"Looking High High High (Remastered 2014)","Bryan Johnson",114,8B,66,2023-06-23,02:53,4,"","","Remastered Classics: Vintage Children's Music",2022-09-30,78,65,0,84,10,60,-6,C,4,37C72HwzYc243iCzo8ROED,"Moonhoney Records",GBGN39233708
131,"Solo","BLANKA",99,10A,64,2023-06-23,02:34,53,"","","Solo",2022-09-23,90,18,0,72,0,10,-7,B minor,4,3xxjYOFR1y7By2wNDS51XV,"WM Poland/WMI",PLA552200450
132,"Na jastuku za dvoje","Maja Tatić",158,7B,91,2023-06-23,03:00,5,"","","The Best Of",2022-09-06,56,11,0,90,0,40,-2,F,4,75N9my1BhLCbla42dfvlAf,"Tempo Production",SE5DA2200228
133,"Morgen - Enkel Gezongen","Ronnie Tober",133,11B,49,2023-06-23,02:30,0,"hollands, nederpop","","Singles & B-Kanten 1964-1984",2022-07-29,60,82,0,56,0,30,-7,A,4,7bWbbgwrm6WYJpB0Yzoppj,"Universal Music, a division of Universal International Music BV",NLUM72200711
134,"Io senza te - Remastered 2015","Peter, Sue & Marc",135,1B,52,2023-06-23,02:56,0,"schlager","","Concours Eurovision/ESC",2022-07-28,27,19,0,29,0,10,-7,B,4,6IIOkXLVeEImg4NESECWyt,"UME - Global Clearing House",CHUM71500070
135,"Marcel - German Version","Heidi Brühl",130,10B,74,2023-06-23,02:30,1,"schlager, schlagerparty","","Schlager-Hits Vol. 1",2022-07-15,41,55,0,87,0,30,-8,D,4,3NcdaFlf7hZoLSztQ1yNpV,"Electrola",DEF076303650
136,"Conquistador","Da Vinci",137,10B,70,2023-06-23,03:06,11,"","","21 Best Of",2022-06-24,59,0,0,78,0,20,-8,D,4,5FKjfyQo2l9IqyBbO7GuOa,"Da Vinci",NL4NL2211061
137,"SNAP - Fargo Remix","Rosa Linn, Fargo",101,1B,81,2023-06-23,02:25,0,"","","SNAP (Fargo Remix)",2022-06-22,72,20,0,28,20,30,-6,B,4,2H29RV44cpHnHxYFq5Tefp,"Nvak Collective",QM6N22225251
138,"Era stupendo","Paolo Meneguzzi",144,3B,58,2023-06-23,03:31,0,"","","Corro via",2022-06-05,46,1,0,19,0,10,-6,C♯/D♭,4,3ZuJlcfSf0ViJsRUQwVcoc,"PopMusicLabel",QM6N22232049
139,"Trenulețul (cu Frații Advahov) - Eurovision 2022","Zdob si Zdub, Fratii Advahov",142,10B,95,2023-06-23,03:00,26,"","","Trenulețul (cu Frații Advahov) [Eurovision 2022]",2022-05-20,65,1,0,58,10,40,-5,D,4,0IcFeQZD19y54GGhUeCQD7,"Universal Music Romania",ROCRP2205723
140,"SPACE MAN - Eurovision Song Contest Edit","Sam Ryder",80,1B,76,2023-06-23,03:04,29,"","","SPACE MAN (Eurovision Song Contest Edit)",2022-05-18,41,13,0,26,0,10,-2,B,4,7tmBKObyRvblH21o8LuhPL,"Parlophone UK",GBAYE2200359
141,"SloMo - Eurovision's Dancebreak Edit","Chanel",105,11A,70,2023-06-23,03:00,0,"bachata","","SloMo (Eurovision's Dancebreak Edit)",2022-05-15,76,7,1,62,10,0,-7,F#/G♭ minor,4,00rUx6vPpy0XbJer8BcoRn,"BMG Rights Management and Administration (Spain) S.L.U",ES94B2200106
142,"Brividi - MEDUZA Remix","Mahmood, BLANCO, MEDUZA",123,9B,86,2023-06-23,02:43,32,"concerto","","Brividi (MEDUZA Remix)",2022-05-13,47,20,0,18,0,0,-6,G,4,6yiDy3IlYchv31DynpLiDz,"Universal Music Italia srL.",ITUM72200727
143,"Boys Do Cry (Titus Flavius Remix)","Marius Bear, Titus Flavius",122,5B,66,2023-06-23,03:32,11,"","","Boys Do Cry (Titus Flavius Remix)",2022-05-13,52,70,44,13,0,10,-10,D#/E♭,4,0ZzQTtsezXIr6nXAX3Blli,"Hi-Tea Records",UKHNU2200045
144,"Sanomi - Eurovision Edit","Urban Trad",85,6A,83,2023-06-23,03:00,0,"celtic, traditional folk","","Ultimate Eurovision Playlist",2022-04-29,53,35,0,79,0,20,-6,G minor,4,6aDebOFU6unURtg6uyQOeU,"UME - Global Clearing House",BEQ010300017
145,"Rockstars - YouNotUs Remix","Malik Harris, YouNotUs",100,9A,78,2023-06-23,02:57,14,"","","Rockstars (YouNotUs Remix)",2022-04-08,76,3,0,35,10,30,-8,E minor,4,1rJuC4WI1ZjGxlQj3i2Pkn,"Better Now Records",DEUM72202113
146,"Disko","LPS",120,9A,61,2023-06-23,02:59,35,"","","Disko",2022-04-01,68,0,0,60,0,0,-6,E minor,4,5bx4DPSuvBUn6luswgF7Ez,"Last Pizza Slice",SIAC72200001
147,"Llámame - Eurovision Version","wrs",120,7B,88,2023-06-23,03:04,33,"","","Mandala",2022-03-31,78,22,0,80,0,10,-5,F,4,2UnSxV0QzImhl3qMIYMLNn,"Global Records",ROGRA2102065
148,"Circles","Andrea",144,12A,71,2023-06-23,03:00,29,"","","Circles",2022-03-25,54,48,0,22,0,10,-5,C♯/D♭ minor,4,1pIbvmEIda1T9v9Oi227mn,"Universal Music A/S",DK2DY2200048
149,"Lock Me In","Circus Mircus",107,10B,76,2023-06-23,02:37,26,"","","Lock Me In",2022-03-25,79,0,0,84,0,30,-9,D,4,7ed3JsAPk6u0NjRhylnKmY,"Universal Music A/S",DK2DY2200050
150,"Fade to black","Nadir Rustamli",79,8A,30,2023-06-23,02:57,37,"","","Fade to black",2022-03-21,34,19,0,30,0,10,-10,A minor,5,7aX4w6c7gSqbTBoU8g2lnm,"BMF Records",AZA012200001
151,"SNAP","Rosa Linn",170,8B,64,2023-06-23,02:59,1,"","","SNAP",2022-03-19,56,11,0,52,0,40,-8,C,4,0QPRDC97rIQB3Jh3hrVJoH,"Nvak Collective",QM4TX2221661
152,"Stefania (Kalush Orchestra)","KALUSH, Kalush Orchestra",105,10B,82,2023-06-23,03:00,55,"","","Stefania (Kalush Orchestra)",2022-03-18,83,14,0,32,0,10,-5,D,4,2vHzOWRKYPLu8umRPIFuOq,"Columbia Local",DEE862200344
153,"I.M","Michael Ben David",120,1A,82,2023-06-23,02:43,29,"","","I.M",2022-03-14,70,1,0,45,0,10,-7,G#/A♭ minor,4,4Bpz4FBsoe9lhuiCWZv21x,"Universal Music Israel Distributed Labels",IL2DY2200132
154,"I Am What I Am","Emma Muscat",98,9B,71,2023-06-23,03:02,39,"","","I Am What I Am",2022-03-14,56,4,0,38,0,0,-5,G,4,1FtqYazfNvsqR4CQvzrrD3,"Warner Records/WM Italy",ITQ002200235
155,"Halo (feat. PIA MARIA)","LUM!X, PIA MARIA",150,4B,91,2023-06-23,02:39,52,"slap house, melbourne bounce","","Halo (feat. PIA MARIA)",2022-03-11,57,0,0,69,0,50,-5,G#/A♭,4,6WVHfpzYW3HooQaCC80opC,"Spinnin' Records",NLZ542200236
156,"Ela","Andromache",98,2A,63,2023-06-23,03:02,40,"laïko","","Ela",2022-03-11,66,24,0,65,0,0,-7,D#/E♭ minor,4,70HQXHPuU7EyUroOYkOzdk,"Panik Records",GRPA12200072
157,"Die Together","Amanda Tenfjord",150,7B,37,2023-06-23,02:55,40,"norwegian pop","","Die Together",2022-03-10,48,12,0,20,0,10,-8,F,4,35b0iM96Uid8KI5s83IEHM,"PROPELLER RECORDINGS",NOPRR2203010
158,"Miss You","Jérémie Makiese",144,11A,53,2023-06-23,02:53,41,"","","Miss You",2022-03-10,63,24,0,28,0,10,-6,F#/G♭ minor,4,4VgSGm7CroAlCCt9GKQ75Z,"Universal Music S.A.",BEUM72200050
159,"Nocturne","Secret Garden",82,7A,26,2023-06-23,03:11,0,"new age, celtic, classical crossover","Classical, Easy Listening","De Pré Historie - De jaren '90",2022-03-09,17,96,60,13,0,0,-14,D minor,3,2bbZCk9M86bYgbL8QkOiVR,"UME - Global Clearing House",NOACM9502021
160,"Boys Do Cry","Marius Bear",116,7B,18,2023-06-23,02:56,35,"","","Boys Do Cry",2022-03-08,42,87,0,39,0,10,-11,F,4,5A3JxIX04W5Ttu6Rxy5tWW,"Hi-Tea Records",UKHNU2100019
161,"La Mia Città","Emma",136,8A,93,2023-06-23,03:31,24,"","","LA MIA CITTA'",2022-03-08,65,9,0,91,0,0,-4,A minor,4,7IwxvCllueM45tScVwBwRQ,"UME - Global Clearing House",ITUM71300852
162,"SEKRET","Ronela Hajati",100,4A,70,2023-06-23,03:01,0,"","","SEKRET",2022-03-05,76,5,0,45,0,50,-6,F minor,4,0zC65JcBBk4GYAjL2tHKXa,"Ronela",QZDA82253475
163,"Breathe","Vladana",77,6A,46,2023-06-23,03:00,25,"","","Breathe",2022-03-04,43,55,0,20,0,10,-7,G minor,3,4vvVUzVIVVpXRdzdlU765E,"Dimitrov",ATR981259519
164,"STRIPPER","Achille Lauro",140,11B,80,2023-06-23,02:53,34,"italian trap","","STRIPPER",2022-03-04,60,0,0,55,10,0,-6,A,4,1PpH00KzrWRN3um8vSbi7A,"Elektra/WM Italy",ITV022200013
165,"De Diepte","S10",90,7A,40,2023-06-23,02:56,52,"nederpop","","De Diepte",2022-03-03,50,38,0,16,0,10,-9,D minor,4,7uQ7e7nzbtyX87eIYHpj6Z,"Noah's Ark BV",NLG662200040
166,"Hold Me Closer","Cornelia Jakobs",97,2B,62,2023-06-23,03:19,55,"","","Hold Me Closer",2022-02-26,49,11,0,17,0,10,-8,F#/G♭,4,697bFWgzBRm6bmnYWd8GyD,"WM Sweden",SE5YN2200301
167,"SPACE MAN","Sam Ryder",80,1B,83,2023-06-23,03:37,52,"","","SPACE MAN",2022-02-22,47,18,0,33,0,10,-2,B,4,3nhGk6VnrDHy67pXvMhdPa,"Parlophone UK",GBAYE2101762
168,"Guilty Pleasure","Mia Dimšić",84,7B,59,2023-06-23,03:02,0,"","","Guilty Pleasure",2022-02-20,53,12,0,51,0,10,-7,F,4,0er8krd7cEtPxVEEv0ZEHi,"Croatia Records",HRA042200177
169,"Fulenn (feat. Ahez)","Alvan, Ahez",120,2B,84,2023-06-23,02:46,0,"","","Fulenn (feat. Ahez)",2022-02-18,75,1,0,48,10,20,-7,F#/G♭,4,20zRSC9mnT7m2kQXrZP0rH,"10 Cordes Records / Swap Music",FR9W12204047
170,"Rendez-Vous in München","Pas De Deux",75,9A,83,2023-06-23,02:46,1,"cold wave","","Rendez-Vous in München",2022-02-18,72,5,3,90,0,0,-8,E minor,4,4pEcoMTB3SWV0g1WYD00NJ,"Pas De Disx",BEV982100001
171,"Not The Same","Sheldon Riley",128,3A,43,2023-06-23,02:58,40,"","","Not The Same",2022-02-15,36,66,0,38,0,10,-10,A#/B♭ minor,4,27ThQIsofXro6xEz3SzQWi,"SHELDON RILEY",QZFZ22226126
172,"Lights Off - ESC Version","We Are Domi",126,8A,77,2023-06-23,02:59,39,"","","Lights Off (ESC Version)",2022-02-14,58,18,0,58,0,10,-7,A minor,4,0tOKpglJb9cza4WdTtxsv7,"We Are Domi",FR2X42252810
173,"In corpore sano","Konstrakta",136,8B,71,2023-06-23,02:59,40,"","","In corpore sano",2022-02-11,92,1,0,63,0,10,-7,C,4,1JaOUMmaSZlWfONvT4HTlg,"PGP RTS",RSA042200033
174,"Llámame","wrs",120,4A,76,2023-06-23,03:04,40,"","","Llámame",2022-02-10,76,6,0,66,10,10,-6,F minor,4,3n9qn38IhqkC7DcdIRaM9q,"Global Records",ROGRA2102089
175,"The Show","REDDI",90,8B,80,2023-06-23,03:00,31,"","","The Show",2022-02-10,31,2,0,21,0,30,-5,C,4,68UTfPKNrG4L9zKYcnD8fQ,"Universal Music A/S",DKUM72200040
176,"Stefania (Kalush Orchestra)","KALUSH",105,10B,82,2023-06-23,02:59,0,"","","Stefania (Kalush Orchestra)",2022-02-07,83,14,0,32,0,10,-5,D,4,0unPBMjVwn0HpWget3DBze,"Columbia Local",RUA012200233
177,"Með hækkandi sól","Systur",100,7A,52,2023-06-23,03:00,0,"","","Söngvakeppnin 2022",2022-02-05,58,58,4,35,0,0,-12,D minor,4,4t3gM4Rl5rz5du0Qn2Yd8K,"Ríkisútvarpið - Exclusively distributed by Alda Music",ISV442208206
178,"Rockstars","Malik Harris",81,9B,64,2023-06-23,02:59,48,"","","Rockstars",2022-02-04,65,45,0,52,20,30,-6,G,4,0KBS6MmhnlB2i1AjcYiDlN,"Better Now Records",DEUM72200294
179,"I.M","Michael Ben David",120,1A,74,2023-06-23,03:00,0,"","","I.M",2022-02-04,76,4,0,47,0,0,-7,G#/A♭ minor,4,20Sn6oqyImTPlzXANLxtie,"Universal Music Israel Distributed Labels",IL2DY2200082
180,"Shadows of Forgotten Ancestors","Alina Pash",79,6A,55,2023-06-23,02:53,29,"","","Shadows of Forgotten Ancestors",2022-02-04,40,14,0,25,0,10,-7,G minor,4,6RLVG4TRYSXUaGm94LTj7C,"Bitanga Blood",QM4TW2247048
181,"River","Ochman",140,4B,67,2023-06-23,03:00,41,"","","River",2022-02-03,51,56,0,33,0,10,-5,G#/A♭,4,2fSz6MBKMPjOApUhGYfPid,"Universal Music Polska Sp. z o.o.",PLUM72200032
182,"Brividi","Mahmood, BLANCO",123,9B,61,2023-06-23,03:19,60,"concerto","","Brividi",2022-02-02,52,45,0,34,0,20,-4,G,4,1ZMGp9MTXbtAPvcKa0U3zS,"Universal Music Italia srL.",ITUM72200040
183,"זה רק ספורט","Dafna Dekel",125,6A,75,2023-06-23,03:19,20,"","","זה רק ספורט",2022-01-23,78,15,0,72,0,0,-12,G minor,4,4imgLZu0HU4xUROyf9Cmxk,"Digistage",IL7112103205
184,"saudade, saudade","MARO",83,3A,34,2023-06-23,03:01,49,"","","Festival Da Canção 2022",2022-01-21,64,68,0,38,0,10,-11,A#/B♭ minor,3,4S4Amrpr631M16IIXqRk73,"Universal Music Portugal SA Distributed Labels",PTUM72100760
185,"That's Rich","Brooke",122,11B,60,2023-06-23,03:01,0,"","","That's Rich",2022-01-19,68,0,0,56,0,30,-4,A,4,1oS41M8cx60aAeNe3k5Csw,"V2 Records Benelux",NLC242100122
186,"Sentimentai","Monika LIU",93,8B,56,2023-06-23,03:00,0,"","","Sentimentai",2022-01-18,68,9,0,50,0,30,-8,C,4,0JNPmXGU9K9DJpV9eHppZz,"Monika Liu",QZ93L2201560
187,"Jezebel","The Rasmus",116,10A,87,2023-06-23,03:10,42,"finnish rock","","Jezebel",2022-01-17,50,0,0,49,0,0,-4,B minor,4,2NehRqeFiEGV72lFfqJGUn,"Playground Music",SEVJH2200101
188,"Eat Your Salad","Citi Zēni",115,10B,82,2023-06-23,03:01,16,"","","Eat Your Salad",2022-01-13,70,1,0,59,10,20,-6,D,4,0rNIEBlBuo5108lnHyGbqJ,"TCLV Records",QZFYY2299789
189,"Give That Wolf A Banana","Subwoolfer",124,6A,53,2023-06-23,02:51,49,"","","Give That Wolf A Banana",2022-01-10,74,20,0,55,0,0,-10,G minor,4,50Cf2eYv8zT3v2HAkwhIiL,"Universal Music AS",NOUM72100322
190,"Spet","Tinkara Kovač",120,5A,41,2023-06-23,04:14,12,"europop","","Neskončnost",2021-12-22,69,69,0,52,0,10,-9,C minor,4,3zwghSnNuMkTKJdIiRrteJ,"Dallas Records Slovenia",SIA422000032
191,"Trenulețul (cu Frații Advahov)","Zdob si Zdub, Fratii Advahov",142,8B,88,2023-06-23,03:00,43,"","","Trenulețul",2021-12-10,70,41,0,96,10,30,-3,C,4,63idiVcxkGB3hgH6n3qKqM,"Universal Music Romania",ROCRP2105661
192,"Intention","Intelligent Music Project",80,10B,84,2023-06-23,02:58,22,"aor, arena rock","","Intention",2021-12-06,52,3,2,72,0,20,-8,D,4,15z4ROfNqCoxnzr2uOBYBn,"Intelligent Music",BGA8J2100001
193,"Hope","STEFAN",123,3A,79,2023-06-23,03:03,39,"","","Hope",2021-12-05,52,20,0,58,0,10,-5,A#/B♭ minor,4,6sSq38pmQxG0YuvbipDoEi,"Moonwalk",EECF12100100
194,"Cielo e terra","Anita Traversi, Orchestra di Giulio Libano",82,10B,30,2023-06-23,02:20,2,"","","30° Anniversario Anita Traversi: The Best of Saar Records, Vol.2",2021-09-24,45,95,0,36,0,30,-9,D,3,1kTrnClIR5aq3W83fNdrtv,"Saar srl",ITN732196147
195,"Celui qui reste et celui qui s'en va","Romuald",152,8B,50,2023-06-23,03:09,6,"","","Laisse-moi le temps (Let me try again)",2021-09-03,31,55,0,50,0,30,-9,C,4,0k1JJqZyb5m3WmMGC4BWj9,"Universal Music Division Mercury Records",FRUM71101041
196,"Catherine","Romuald",102,3B,42,2023-06-23,02:54,2,"","","Tous les printemps du monde",2021-09-03,46,61,0,78,0,0,-7,C♯/D♭,3,0tjbV1ImC3r6JxkHcdteQZ,"Universal Music Division Mercury Records",FRUM71101022
197,"Où sont-elles passées ?","Romuald",99,4B,44,2023-06-23,02:34,3,"","","Où sont-elles passées",2021-09-03,46,66,0,41,0,10,-10,G#/A♭,3,3ZQcn4pmKfL3vD2TEbxhat,"Universal Music Division Mercury Records",FRZ286101304
198,"Loco Loco","Hurricane",105,7A,64,2023-06-23,02:55,0,"","","Loco Loco",2021-08-31,65,30,0,64,0,20,-14,D minor,4,4QUMPFOEn4zNedNqHybxTS,"Hurricane",QZ93L2127492
199,"Adrenalina - Steve Aoki Remix","Senhit, Flo Rida, Steve Aoki",120,3A,92,2023-06-23,03:10,24,"electro house, edm","","Adrenalina (Steve Aoki Remix)",2021-08-27,74,1,0,69,0,0,-5,A#/B♭ minor,4,3UgmyZB6ornmy4unZMbWUu,"Panini S.p.a.",ITM712100004
200,"Tout l'univers - Tiery F Remix","Gjon's Tears, Tiery F",125,9A,72,2023-06-23,03:11,0,"","","Tout l'univers (Tiery F Remix)",2021-07-28,62,1,0,28,0,0,-7,E minor,4,5WkRADQK9GjDvwfp1Hthff,"Jo & Co",FR7S02101020
201,"La Mia Città - New Version 2021","Emma",136,8A,89,2023-06-23,03:30,17,"","","Best Of ME",2021-06-24,66,9,0,95,0,30,-5,A minor,4,0JNf6j1aTnInlb3QSmXrJD,"Universal Music Italia srL.",ITUM72100550
202,"El Diablo - Joytide & Maarlind Remix","Elena Tsagrinou, Joytide, Maarlind",122,8A,75,2023-06-23,02:51,21,"","","El Diablo (Joytide & Maarlind Remix)",2021-06-22,64,1,0,47,10,60,-11,A minor,4,4aXBs8eGaJsZZ0ZnvTFh1N,"Panik Records",GRPA12100190
203,"Birth Of A New Age - Mason Remix","Jeangu Macrooy, Mason",123,5B,78,2023-06-23,03:37,10,"","","Birth Of A New Age (Mason Remix)",2021-06-11,71,3,1,60,0,0,-7,D#/E♭,4,5lnJg0QIs6YaOlqhHR5sGr,"Unexpected",NLF572100005
204,"Stronger Every Minute","Lisa Andreas",69,11B,15,2023-06-23,03:02,0,"","","Stronger Every Minute",2021-06-04,35,84,0,12,0,10,-14,A,3,3RqWG59MJg2cKtcTbqxLjf,"Mcasso Digital",GBKPL2153849
205,"10 Years - Chromeo Remix","Daði Freyr, Chromeo",123,6A,60,2023-06-23,02:43,0,"nu disco, alternative dance","","Welcome",2021-05-21,84,24,0,76,0,0,-7,G minor,4,2qMOoDFyaBo4H7q37MqWuu,"Samlist",GBKPL2151576
206,"Ostani kraj mene Eurosong '94","Alma Čardžić",85,9A,27,2023-06-23,03:02,0,"","","Moje pjesme",2021-05-21,49,14,0,14,0,10,-11,E minor,4,4DDRFA6YSSVkJlUz8Ev1ia,"Muzicka Produkcija BHRT",SE5DA2100533
207,"Goodbye Eurosong '97","Alma Čardžić",129,6B,53,2023-06-23,02:59,0,"","","Moje pjesme",2021-05-21,82,23,0,81,0,0,-7,A#/B♭,4,3OpFKYSjn9ox6IXyzSNpGX,"Muzicka Produkcija BHRT",SE5DA2100526
208,"Si la vie est un cadeau (Eurovision 1983)","Corinne Hermes",139,9A,49,2023-06-23,03:11,32,"","","Si la vie est un cadeau (Eurovision 1983)",2021-05-20,51,40,0,33,0,10,-13,E minor,4,5jSTQn4s1a7cDcjFXKA8V4,"CORINNE HERMES",TCAFO2159766
209,"Discoteque - Deepend Remix","THE ROOP, Deepend",115,3A,77,2023-06-23,02:33,18,"tropical house, deep house","","Discoteque (Deepend Remix)",2021-05-14,79,15,0,60,0,20,-4,A#/B♭ minor,4,637f1rBWW7jRoHH99d5QPt,"WM Finland",FIWMA2100100
210,"Munja I Grom","Vukasin Brajic",188,4B,65,2023-06-23,02:59,2,"","","Munja I Grom",2021-05-10,32,8,0,40,0,10,-7,G#/A♭,4,6Uj17Aoj0jsUMP74chTbkm,"Studio MM",TCAGE2297252
211,"Maps - Marco Dalla Villa Remix","Marco Dalla Villa, Lesley Roy",142,10A,80,2023-06-23,02:59,15,"","","Maps (Marco Dalla Villa Remix)",2021-05-09,61,0,0,55,0,10,-6,B minor,4,3I5PQHAgdl6q5WrZTsxuyy,"Bivona Ltd",QZHN52184304
212,"SHUM - Dj NANA Remix","Go_A, Dj NANA",110,12B,84,2023-06-23,02:32,0,"","","Shum (Dj NANA Remix)",2021-05-07,77,2,0,46,10,10,-6,E,4,5KHjOYWWOyUhSOunCWlqUU,"BRYNZA MUSIC",QM6N22143407
213,"Tick-Tock - Stefy De Cicco Remix","Albina, Stefy De Cicco",128,9A,97,2023-06-23,02:41,14,"slap house","","Tick-Tock (Stefy De Cicco Remix)",2021-05-07,68,18,0,49,30,30,-4,E minor,4,3SvAygNlaHXrRLxRXwVb08,"Universal Music Hrvatska",ATUM72100068
214,"Amen - Summer Vibes Remix","Ana Soklič, Ricardo Autobahn",90,1A,38,2023-06-23,04:28,9,"","","Born to the Fight",2021-05-07,67,3,0,28,0,10,-12,G#/A♭ minor,4,63H42T099VY99RkutrjR7D,"ZKP RTVSLO",SIA632100338
215,"1 Life","Xandee",130,10A,82,2023-06-23,02:56,0,"","","Euro Song Hits",2021-05-07,68,4,0,89,0,0,-10,B minor,4,7KC7qvWu3LrmrbuB1czpQT,"UME - Global Clearing House",BED010400915
216,"Euro-vision - 2021 Remaster","Telex",137,8B,73,2023-06-23,02:44,10,"synthpop, italo disco, hi-nrg","Electronic, Pop","This Is Telex",2021-04-30,73,1,0,91,0,40,-12,C,4,0myHEpMRupkIiaOklZqKAY,"Mute",BES762001004
217,"One More Night","Esther Hart",116,3B,89,2023-06-23,03:00,21,"","","One More Night",2021-04-27,64,2,0,56,0,30,-5,C♯/D♭,4,06AT53Zqpg2uQG66ihdLrx,"Xplo Music",NLE830300001
218,"Loco Loco - Accoustic","Hurricane",105,7A,75,2023-06-23,02:16,9,"","","2021",2021-04-18,76,48,0,75,0,0,-7,D minor,4,40GvodmfNYwbj5wwXBq7XT,"Sky Music Publishing & Discography",BAA052113123
219,"Boogaloo","Lotta Engberg",168,5B,89,2023-06-23,02:55,8,"dansband, christmas","Pop","Boogaloo",2021-04-09,56,63,0,90,0,80,-6,D#/E♭,4,3MObXOuLvbU0HT4CI0LpA3,"WM Sweden",SEPQM2100041
220,"Set Me Free","Eden Alene",107,12A,66,2023-06-23,02:59,40,"","","Set Me Free",2021-03-27,75,28,0,47,0,10,-7,C♯/D♭ minor,4,76TRCnbYfo9GU5DPsZ1uI9,"A.M Music Productions LTD",IL4432100049
221,"Je me casse - Eurovision Official Entry","Destiny",112,1A,87,2023-06-23,02:58,19,"","","Je me casse (Eurovision Official Entry)",2021-03-22,77,15,0,79,10,20,-4,G#/A♭ minor,4,0NbGUXzlqYkSKlGiduwo84,"Jagged House",MTAO82100010
222,"RUSSIAN WOMAN","Manizha",102,9A,70,2023-06-23,02:56,42,"","","RUSSIAN WOMAN",2021-03-19,89,20,0,65,10,0,-7,E minor,4,6Dz383ZHSKzWh5ZTL7aRra,"Manizha",QM4TX2187696
